key	RNODE_107_length_1496_cov_161_33989	RNODE_109_length_1521_cov_3_43229	RNODE_110_length_1672_cov_10_73939	RNODE_116_length_4192_cov_3_28201	RNODE_122_length_6709_cov_4_03320	RNODE_125_length_3363_cov_4_82640	RNODE_133_length_1956_cov_5_95398	RNODE_139_length_3589_cov_11_15335	RNODE_146_length_5606_cov_4_42067	RNODE_149_length_1949_cov_4_19357	RNODE_156_length_3948_cov_63_43887	RNODE_171_length_3474_cov_9_39716	RNODE_193_length_1789_cov_7_19864	RNODE_200_length_4574_cov_2_94178	RNODE_205_length_1591_cov_9_63735	RNODE_220_length_2011_cov_9_40825	RNODE_225_length_25884_cov_6_69550	RNODE_227_length_4381_cov_5_48337	RNODE_228_length_3093_cov_6_42006	RNODE_234_length_1595_cov_9_13223	RNODE_235_length_2608_cov_55_03480	RNODE_243_length_1453_cov_2_63382	RNODE_251_length_2763_cov_28_99562	RNODE_254_length_2341_cov_33_31005	RNODE_258_length_1627_cov_2_34517	RNODE_263_length_2277_cov_8_44168	RNODE_277_length_1592_cov_15_82548	RNODE_279_length_3658_cov_27_56711	RNODE_283_length_5699_cov_25_39792	RNODE_307_length_2104_cov_13_21902	RNODE_308_length_1875_cov_5_96654	RNODE_309_length_1659_cov_3_16188	RNODE_311_length_2760_cov_6_45983	RNODE_315_length_1516_cov_8_44846	RNODE_318_length_3470_cov_3_16589	RNODE_31_length_1357_cov_12_09363	RNODE_320_length_4859_cov_4_38495	RNODE_322_length_4175_cov_18_22923	RNODE_324_length_1537_cov_10_20528	RNODE_32_length_11742_cov_6_79514	RNODE_336_length_3563_cov_7_20249	RNODE_342_length_1543_cov_10_88823	RNODE_346_length_1757_cov_2_65187	RNODE_355_length_1663_cov_6_12066	RNODE_360_length_7414_cov_9_06737	RNODE_361_length_3164_cov_8_88447	RNODE_362_length_3387_cov_8_21902	RNODE_372_length_2448_cov_3_45466	RNODE_374_length_1862_cov_9_75489	RNODE_381_length_1819_cov_13_04118	RNODE_383_length_2253_cov_7_64097	RNODE_38_length_1552_cov_8_47059	RNODE_396_length_4766_cov_5_16589	RNODE_400_length_5708_cov_9_81991	RNODE_411_length_4317_cov_4_49267	RNODE_415_length_2147_cov_6_45506	RNODE_420_length_1334_cov_5_52134	RNODE_423_length_1943_cov_28_57781	RNODE_428_length_4686_cov_43_92415	RNODE_429_length_2129_cov_51_99106	RNODE_434_length_14801_cov_23_79494	RNODE_435_length_5602_cov_25_16136	RNODE_439_length_4196_cov_56_49278	RNODE_440_length_3551_cov_9_74435	RNODE_442_length_4465_cov_7_11694	RNODE_444_length_4937_cov_48_00188	RNODE_455_length_4124_cov_9_17267	RNODE_459_length_2383_cov_4_68776	RNODE_464_length_2364_cov_17_83117	RNODE_468_length_1541_cov_8_66960	RNODE_474_length_1569_cov_5_24895	RNODE_479_length_5023_cov_17_63107	RNODE_481_length_3960_cov_68_08874	RNODE_487_length_5196_cov_22_71473	RNODE_48_length_3658_cov_14_59323	RNODE_491_length_3124_cov_17_57383	RNODE_493_length_3152_cov_5_77526	RNODE_496_length_8599_cov_9_53327	RNODE_497_length_1925_cov_6_51336	RNODE_498_length_2044_cov_7_98216	RNODE_509_length_6803_cov_457_59293	RNODE_50_length_1796_cov_6_24352	RNODE_512_length_1592_cov_43_29688	RNODE_513_length_2330_cov_8_01964	RNODE_524_length_1679_cov_2_99128	RNODE_527_length_1767_cov_4_22840	RNODE_534_length_10183_cov_8_47628	RNODE_537_length_3389_cov_22_49108	RNODE_54_length_5865_cov_60_48297	RNODE_551_length_4193_cov_74_72016	RNODE_559_length_3361_cov_13_97064	RNODE_560_length_3911_cov_3_86563	RNODE_562_length_2033_cov_5_34232	RNODE_563_length_5038_cov_7_26694	RNODE_565_length_1563_cov_11_71995	RNODE_56_length_2028_cov_4_74177	RNODE_576_length_3043_cov_26_79081	RNODE_583_length_3095_cov_44_70980	RNODE_584_length_2761_cov_46_10439	RNODE_585_length_3212_cov_16_01628	RNODE_5_length_4125_cov_14_53571	RNODE_62_length_3589_cov_56_75862	RNODE_65_length_5443_cov_3_51540	RNODE_73_length_2194_cov_7_49125	RNODE_74_length_1811_cov_7_67971	RNODE_93_length_1501_cov_3_34415	RNODE_94_length_3002_cov_6_48725	RNODE_98_length_2627_cov_21_08829
RNODE_107_length_1496_cov_161_33989	1.0	0.24693188594352394	0.13807589456720185	0.18888188055730773	0.2267685441086857	0.11333462051476603	-0.009770320571841002	0.2299524386552928	0.17079323032511007	0.14505307029132194	0.10194696823538972	-0.03398127320973631	0.1925128881977176	0.04906490732928262	0.11578080309230748	-0.010483009930780914	0.3040736173287754	0.05878647803406653	0.19070139648241008	-0.03810719130433963	0.2194967214006704	0.06522622977052217	-0.03971721248815866	0.19003467235989865	-0.10290112021834681	-0.030340564991507623	0.15015849092244166	0.16872306027625036	0.257128585311737	0.07149249135554481	0.19304622950480485	0.015907741329664608	0.16901622006441447	-0.04199777418070275	0.1367081661672764	0.004666731161533808	0.03312240054091179	0.21430451515476318	-0.01965585461450702	0.1697977377259866	0.005619972571295345	0.11426271645402876	0.07264819748483826	0.2062126733201784	-0.18650073133657474	-0.15189552382323193	0.18939163755548463	0.13890288793860778	-0.003134551720330799	0.12163351586428242	-0.007728401259756211	0.2656092652619542	0.0898079522084756	0.20067735685991125	0.09091291896227223	0.05895775271950671	0.028217083512824717	0.015719052327078736	0.28057640168932285	0.11218809191215927	0.1964202310003506	0.20921507596967384	0.2019111098484982	0.03619841487384298	0.05034557292865224	-0.11862298068585407	-0.0809388518076258	-0.03326946512070727	0.031269631426584635	-0.01387228795457074	0.024690004531863714	0.2597738482440622	-0.08147872058287486	0.18054906245394778	0.17607946147369027	0.24301448804742667	0.21222971920827097	-0.1702708922286941	0.21752568253397686	-0.08183820515084868	0.10430072196162779	-0.043767537315585414	0.0719952711766049	0.0011450817104987237	0.02456033762375643	-0.0016721212961037298	-0.0045544054768680235	0.26928408638342544	0.05184717520879023	0.0507740434233932	0.008469564841703282	0.2804661544641356	0.015046672400567849	0.04616822564648096	0.34304570525940015	-0.10444740144656846	0.080745149468377	0.11891514002817909	-0.012100817684133458	-0.07327115659578537	0.19544296239183973	-0.021738326339869808	0.2900877455783576	0.03706702573038922	0.10311677526893646	0.06104192981565494	0.025721721488987735	0.015812041171778993
RNODE_109_length_1521_cov_3_43229	0.24693188594352394	1.0	0.14163371238106073	0.005990886297596622	0.07890462221177105	0.08898999025910292	0.06428080467938352	0.09479097264963611	0.028101747806875445	0.10368460147100249	0.21987764750780453	-0.033421733652158905	0.22750955500634504	-0.07515631738823325	0.09879256816972899	-0.10960999189072404	0.08983330688450356	-0.03044745642245797	0.15734009708401192	0.11879748861149694	0.16448327821062073	0.06411225165884048	-0.13499750810896044	0.05881049125025414	0.20965227051785681	-0.05936417237453689	0.36428658129448305	0.007935124470258646	0.30281964335127853	-0.0008750718729077999	0.3276628861817882	0.1575252095884495	-0.009400222079754824	-0.048969088872805495	-0.17632531789605801	-0.16714874202968213	0.16025143594747923	0.060287168190215845	-0.11104695478021641	0.06352237261200758	-0.10643230983911163	0.2160479785960276	0.040084528436593166	-0.038615459623578485	-0.025592313777082595	0.08952954791202851	0.09764896487588617	-0.01667275723234354	-0.12962647092460244	0.030059186496448693	-0.013467767883660012	0.09396462395772065	0.05642390854118096	-0.03925621366615041	-0.015179258906051752	0.16228477673534308	0.05981151366743159	0.06312729485510933	0.013718690916268126	-0.12273187948544871	0.04159097771773868	-0.09777097856070356	0.15590020708529553	0.07402664066255044	-0.006339743107941817	0.05695067411334448	-0.038796925093961085	-0.029990888885847534	-0.04883898682832356	0.20049209180674563	-0.14810164510495918	0.016890278989725577	0.002126712000771425	0.07640407825540359	0.0028021733536155082	0.22028422568886172	0.05195684259122141	-0.11117406737504869	0.1291426023332366	-0.03479435961616521	0.1633795708667391	0.2022060701836035	0.1388248452787479	0.12255596748283	-0.005096803339864617	0.060841367992835	-0.07433211373769856	0.20011925284650445	-0.04557119538211959	0.07634193436836798	-0.0035234143777365455	0.05966436472219515	-0.03690203613474963	-0.006485716942274273	0.3458780223805383	0.04624721290484077	0.18144423932923445	0.1999970596063917	0.03605537004209147	0.0038012295779178886	0.037453020712730004	0.03594256327709066	0.07076288718580556	0.04628780614115351	0.1031624094483819	0.1307723161502512	0.049756723559858454	0.13080033380321923
RNODE_110_length_1672_cov_10_73939	0.13807589456720185	0.14163371238106073	1.0	0.2098602053748916	0.28895289020586445	0.12469904435264222	-0.14152931623860424	0.20009396817461234	0.09474490788953926	0.2661716688056045	0.03024101145750863	-0.012858348833404839	0.08386579628641061	0.14481531183558105	0.1268715614394382	-0.031172588739261667	0.1988270619210869	-0.209011841643263	0.02658744009642585	0.011081325466847121	0.16654755029803528	0.11995791948896775	0.05267943250336914	-0.005851200068457229	0.023730601487882936	0.05921626750232127	0.07063933428467617	0.10260712792520214	0.21126363626490588	0.14039457985723736	-0.03570156541534668	-0.021553187014952336	0.11447340477293838	0.049848975176583106	0.09727719241962231	-0.034738013134646584	0.28002661252522826	0.14878808253773723	0.044603190031554565	0.14509537099961617	0.045898660735922886	-0.009850888070581343	-0.02122932144131856	0.211193606887523	-0.016223686771630632	-0.0020919444577798276	-0.07087327424877264	0.09516826118256681	-0.028119135115904182	-0.08017763065804868	-0.261369615879868	-0.03720223080121594	0.004248687972277679	0.1742139468284727	0.005985948910214149	-0.03508637538881088	-0.16371936131145967	0.06313972677639694	0.11789385534213002	0.008831761028811428	0.07131942031310176	0.08612758109439975	0.06536184319402036	-0.011481516050585531	0.07690940347344505	0.06252148244048512	-0.19705115645492158	0.03357927546246124	-0.07430494224518037	-0.22947149416829507	-0.038510152641669376	0.13103382997110155	0.16076460596955847	0.2533181555795646	0.08263959942165632	0.05387106382772054	-0.06420921995875375	-0.05013133262776604	0.20979246509804758	0.15185155186388138	0.16059658666741886	0.037174848287622464	0.023806829335658714	-0.0021712072977165243	-0.05706003743708328	0.13955246856093345	-0.056727220209711986	0.20031231722173976	0.22170306443651241	0.054808410410751504	0.19503589726617032	-0.07318487356038594	0.05639114588864584	0.007139650373068392	0.14097766248474958	-0.10025682028705994	0.2709826399460918	-0.19444185222883908	0.16635161343471197	0.15097986148215414	0.05145490562158468	-0.17196140671114524	0.16235481532281723	0.0739101816291091	-0.08497535925616784	-0.056854278934687745	0.10639120273616211	0.10170506926563645
RNODE_116_length_4192_cov_3_28201	0.18888188055730773	0.005990886297596622	0.2098602053748916	1.0	0.18147896869317667	0.16089789994280673	0.10934698089345116	0.3655154788417146	0.2163978729333584	0.12136886006050031	-0.12586633693956528	-0.05117637962349464	-0.01946542008622279	0.3019728139360533	-0.14711570665640059	0.07829981226449796	0.134827129228518	-0.049173224350892435	-0.00175758485953181	-0.012560293263052552	0.04417972275198078	0.13332873164132206	0.13073372556700996	-0.0028721751747821213	-0.045673069319079454	0.2740366666252659	0.07894142756842285	0.3017324435879633	0.016268933005822817	0.04968101643447015	0.14545628325237991	-0.11937852312086901	0.18091248614936548	-0.08895544991770885	-0.07244182980263134	0.003510235938613885	-0.03992952772576307	0.12104274543737327	-0.026572444805220138	0.009675063551537987	-0.08768649238439563	0.022828394936024215	0.07590910846414689	0.019533473646292723	0.05913128293614258	-0.07808647342843994	0.09356819384307075	-0.018877943566049632	0.10084281821847176	0.07886776249158377	0.04946745338094081	-0.08970990011883369	0.20464050756813826	0.1705840073638642	0.12480634892916796	0.08877622642898932	0.021291005594946337	0.08160220346726052	0.10132226325639651	-0.03794079170695001	0.046558429046899885	0.09015448480741511	0.018366871356528675	-0.1490596970045962	0.30244788039800496	0.1468765297806944	-0.11197521587227961	0.1363199239566221	0.1718176132224488	-0.13430299147717248	0.017006651121178613	-0.004775070724076933	0.1792774557651454	0.21552101480975047	0.33983748497535804	-0.0655617945485488	0.0429539305917289	-0.04894630687528729	0.06140820427229054	-0.026918431001432225	-0.16939726837474203	0.1931854578010852	-0.039305251622787044	-0.02870879682613436	-0.009270949784708663	-0.007592017195981495	-0.06765956062695187	0.15137117491900906	0.2743923611186441	0.1596682031058268	-0.12933591172925174	-0.054765904135983624	-0.07262457309199188	-0.14844495836178803	-0.03061184685387105	-0.04984675877940112	0.0032221201566540432	0.16220760422568772	-0.02562326775603055	0.26097421880947413	0.3207328843057644	-0.11143548136629221	0.07134339461158219	0.08220434893899194	-0.02588215704382789	0.006048910154241918	0.01690649847483998	0.004411149386341266
RNODE_122_length_6709_cov_4_03320	0.2267685441086857	0.07890462221177105	0.28895289020586445	0.18147896869317667	1.0	0.2105114651198373	0.067213596511475	0.12012909354050383	0.19197667586910488	0.14088298366897165	0.27582281523313645	0.04137637162657959	0.33059095696760976	0.24881133062563307	0.1329446746745968	0.175589457467139	0.32374276324467455	-0.06411819158044885	0.0909530083512499	0.028161346240578495	0.20807541653292594	0.3181584796618506	0.06723391565229155	0.14240273717470714	0.048284277325585455	0.18299236071782038	0.10538189261818136	0.2867832720094159	0.3123639973395661	0.3349641495384267	0.1305340128515859	0.05882143248476353	0.10887690937018989	-0.0424258581022882	0.13592485343878843	0.012279455085634083	0.15029647494682835	0.06895424638275377	-0.10302007131999757	0.27070242330757494	-0.009393937608764318	0.19799383674316198	0.08727509327540307	-0.0108535156359178	-0.2238003648710992	-0.057047632450135805	0.0013796813124099959	0.1289773199106253	-0.056495207803682244	-0.11755411164026928	-0.10294087918068237	-0.01311015256840232	0.1923857170580089	-0.06208609539926694	0.281336345487362	-0.08787648770705402	0.0804878838837605	0.1107397266349084	0.3144940657076004	0.03368646500423484	0.3222501553930324	0.4768903907704127	0.4432782819557388	0.19366203929879694	0.10364874131796549	0.15983466596141255	-0.10261791786557878	0.09969760816051917	0.11644326276206662	-0.16624146881422192	0.013812262564930384	0.2167064564601665	0.08119188087513425	0.19462547258332744	0.012251335042660584	0.2355364156016414	0.08371357237348687	-0.03153674557251434	0.238100980016486	0.13401998829898334	0.33699517139249807	-0.1742310582682268	-0.0015813208324818597	0.0929459776320334	-0.04671204553279178	0.13071913060474227	0.13892123368030446	0.22848417568919485	0.16364084571042578	0.24008510188227414	0.34532860285931144	0.103624006808939	0.2474023795330684	0.2259435604122245	0.16040041191609947	-0.01612999860411817	0.025896769650655512	0.06715064616274863	0.19616604476738414	0.18104186959659072	0.22969070272783398	0.05269921350281489	0.1489436988757294	-0.11942759362952139	0.05683074423958744	0.1953413294081699	0.07861390555062232	0.1434772244892408
RNODE_125_length_3363_cov_4_82640	0.11333462051476603	0.08898999025910292	0.12469904435264222	0.16089789994280673	0.2105114651198373	1.0	-0.07674154363317438	0.0347111548395766	0.177124787787592	-0.0092315938950477	0.12033015024261441	-0.0655222052576652	0.1281735647940897	0.18753388038579716	-0.024700092023945845	-0.009360400363005561	0.12358224621471035	0.16519808007310444	0.15561660188051	0.1884630540976355	0.12142312165894455	0.06726733375134694	0.23100935591736957	0.157104170190022	0.03226304546646848	0.10846934239827974	-0.14571562642604066	0.14705211064120027	0.026998363158958132	0.23291166790578302	0.10652518515940279	0.1567887956581503	0.14695819263610954	0.08801511101308689	-0.0657516981828283	0.14261564426639328	0.0726730275792771	0.08177582470088231	0.08679077288368625	0.12350278193596234	-0.0920326779852835	0.0056971525648632825	-0.03040851611809554	0.1975099500981428	0.13575145294748964	0.08548419026119874	0.020789312369756948	0.05598666767341598	-0.07942151504098417	-0.1377870160921621	0.02729265236431229	-0.017457823810342162	0.15832909315690188	0.18187671622128646	0.04001335477175847	-0.025025322852124065	0.04365775481907914	-0.0510377859826845	0.20419056341441041	-0.0696344137972911	-0.022591623154484302	-0.06740433503666257	0.3659674263547101	0.26955812322875433	0.06372026665137528	0.0188472857273779	-0.04987570633432819	0.038558130710596154	0.23971985564880555	0.0012256729604654254	0.009131880838964478	-0.021720929386189726	-0.04812915778828713	0.051323090492193885	0.15913682192441636	0.05952901971724184	0.07149152784621976	0.18812229737279784	0.019015022823586167	0.0353916968137903	-0.07047405354485439	0.03400561811804636	0.009245446189111644	0.10347363359220678	-0.06847569120712452	0.06136404882282921	-0.057903184509837016	0.2659104949839133	0.2865373302727694	0.09609992318117189	-0.09139668536947299	-0.008644454433460865	-0.005928041499312564	-0.14117217160381015	0.09708903289803175	0.1271138562191246	0.15752001817265482	0.046205224004379764	-0.012557558125555215	-0.07673303180909842	0.08778932125379703	0.17165529287377299	-0.09507192813493213	-0.008849283331218972	0.07971147801409689	-0.12157715363909556	0.13110522609854294	0.051263212951799836
RNODE_133_length_1956_cov_5_95398	-0.009770320571841002	0.06428080467938352	-0.14152931623860424	0.10934698089345116	0.067213596511475	-0.07674154363317438	1.0	-0.02836039002987952	-0.17013570182977217	0.01443167886794448	-0.02519208796853615	0.19964807596332482	0.340071691671142	-0.03389878033169696	0.002261368783584123	0.14361702703446236	-0.02167405896036679	0.11666537684570011	-0.023177404898057016	0.052499823929350445	0.09317096981416238	0.08655344009505365	0.06068772737799932	0.07812109475787578	0.17653095176688544	0.009218853035518393	0.3001864498982621	0.13171525792843175	-0.16296710052331104	-0.11477801248699313	0.07681787417628506	0.032457998405743975	0.08113755130318057	0.09264922667833315	-0.1428343983023803	-0.006819496651657601	-0.03890627206335677	-0.06609573249715843	-0.19445291924446292	-0.21672363340718803	-0.04952034355026667	0.17336927157147178	0.11166982006158245	-0.06804962347026487	-0.20639560259493717	0.0012062523650388135	0.041393281112152173	0.08209231002231572	-0.14176420330613804	0.1077855058642891	0.025943671183173596	0.01306197917807341	0.20789213769451034	-0.08825359924977501	0.033189759801915616	-0.055780059230982074	0.21829901794586662	-0.039529654540766165	-0.06117670108956947	0.2257317912283243	-0.06643228970474145	0.13757480928360416	-0.10868175893619983	-0.16098031403481494	0.03363513499276618	0.03425483114568708	0.0351023593899915	0.24770742623167602	0.07547063955792352	0.06954142056441333	0.14088179136886744	-0.18926575141673202	0.14723880545934648	-0.04370493987388726	0.08176383001225793	0.01980124549142672	0.003985392452574783	-0.03569781313667029	0.020906055829717187	-0.0740830943612168	-0.020674544090048926	0.019750527701934476	-0.08470677611222874	-0.04817568730188161	0.15261900823392893	0.04392546851156587	0.016854675054168308	0.08320514121040491	-0.04452431988558589	0.17997955335977564	0.2915122143165777	0.042421978107853496	0.12206900266017971	0.04179163047842589	-0.12832913158081652	0.10517975522614909	0.10543645778475659	0.19213150175589577	0.05861715405089918	0.07520496403602839	0.1437829992629854	-0.027566498269060397	0.0589160278943316	-0.20035459201654374	0.2262206982309492	0.3338589231963352	-0.08532351475317772	0.1785247358918572
RNODE_139_length_3589_cov_11_15335	0.2299524386552928	0.09479097264963611	0.20009396817461234	0.3655154788417146	0.12012909354050383	0.0347111548395766	-0.02836039002987952	1.0	0.28986717888574975	0.14828192435302084	0.038753930066453356	-0.18376697345687096	-0.0559546361285122	0.11379365981677173	0.028144334582004597	-0.05095241785605892	0.12770342128619666	-0.055908291465914875	0.09151933528635899	-0.06739173343870897	0.2664002526456054	0.14346562994328962	0.20112128357731743	0.16708009022574274	-0.04999236395394474	0.23920576434800325	0.09075096698836246	0.2930565020875598	0.02591763843393532	0.11400997847996562	0.08343972627654843	0.1294915140571912	0.30008568797395807	-0.04460640704897725	0.0886892596513462	-0.006170614319676566	0.11701329257352953	0.21385435793924318	-0.11048941618547463	-0.09966371372611003	0.032026954609650424	0.10874804585865559	0.05543946127653419	0.1531027654182731	0.1870864505160814	0.06262987009701783	0.21405219838624057	0.08657643530481324	0.05897702095092731	0.1840857023132954	-0.0250317263306167	0.17105202174660206	0.25256667809838007	0.09731129090959971	0.13053523684588256	0.10248268789617984	0.09538594552585505	0.008434347322773504	0.19558429522598658	0.05914874268267164	0.12257131600911997	0.01991019852772139	0.14715316730685105	-0.019785406561340348	0.2105606496032093	0.23914674563878988	0.06798225967146766	-0.18610572967960698	0.2840552619113784	-0.1890524149725768	-0.07962232704534482	-0.01696380569085717	0.15597527315153667	0.40758538060728544	0.2513142282279262	0.04456356160177264	0.0514523591243496	-0.01837313626718331	0.3529078120011371	0.055357735428216044	-0.11005732821883517	-0.01963863390335054	0.13456373256364518	0.07270775660301311	0.11728785310104138	-0.05824146323105007	-0.13057836315617324	0.28555044083860054	0.3874715437522018	0.299630570555925	-0.012935418924895381	0.012277228988078958	0.16322785485037133	-0.1267547471556786	0.05283429215178775	-0.07883970261614054	0.17833726105882236	0.09037107805184366	0.06962133453109558	0.17535409191538523	0.20880138932778058	0.10530899602832892	0.16061895177989483	0.08780112274569621	0.07458276973335375	0.06308258244971768	-0.003955455712428199	-0.02591708197296144
RNODE_146_length_5606_cov_4_42067	0.17079323032511007	0.028101747806875445	0.09474490788953926	0.2163978729333584	0.19197667586910488	0.177124787787592	-0.17013570182977217	0.28986717888574975	1.0	0.17363261794331092	0.3310873105619506	-0.00032316810789108553	-0.1438116130320099	0.31676788370014736	0.06600637357340494	0.15218836184914442	0.3548563920610163	-0.04496008516011076	0.09251432229425492	0.1131477412993427	0.26979508752025017	0.05311321043059578	0.25190366179483314	-0.016267404852753995	0.0067424509612056165	0.2649013718418774	-0.06217026823647662	0.2018806618028887	0.20158684160235865	0.15776009113195175	0.25647960255279434	0.011889572007520832	0.20835695547390157	-0.11029331145362954	0.14115181989901432	0.05634923665186308	0.18705130383656604	0.28969962153379913	0.12309223669658065	0.29431518323873535	-0.3003834752507544	0.12163223593260329	0.08365594880512908	-0.0926976842009651	0.13920935761079037	0.09627405936002251	0.34863932412749876	0.1710438840374268	0.06932454692816568	-0.04207027069925063	-0.06835819968589968	0.03994026987538772	0.037464275299729295	-0.01352833766619687	0.47828394507341826	0.1838996371726182	0.1650368766627622	-0.07294889787126549	0.29855416198962953	0.04990507600363483	0.35285547181772103	0.2896700878189091	0.14995965707659495	0.07018477832959968	0.061793991514012395	0.2736518016843337	-0.08395254263863752	0.10686981569080863	0.18317788712430344	-0.03311431976034852	-0.07334261880418325	0.311710683487751	0.041029576357715446	0.11017551744252384	0.12814307014293633	0.3900058596616161	0.04352056967564032	0.07420345003233214	0.13736628600487302	-0.07460774899099804	0.15660916312936032	-0.11622553431703907	-0.10420330528156146	0.1568931104718731	-0.024286448953535593	0.09446933121093438	0.2897646034865643	0.2647575445569164	0.44191164095602564	0.1316960669749622	0.03524695950268344	0.037635646442964465	0.22066058317075615	0.10717197530814257	0.10760636879388571	-0.21300604337897952	0.2616374969761503	-0.10131277084438392	0.034658993004538785	-0.023237995003584717	0.13232221003596165	0.03621779729459095	0.23052602176248224	0.2644408559246419	0.06359699317304479	-0.15810799595000244	0.17015160474005556	0.0307297405533555
RNODE_149_length_1949_cov_4_19357	0.14505307029132194	0.10368460147100249	0.2661716688056045	0.12136886006050031	0.14088298366897165	-0.0092315938950477	0.01443167886794448	0.14828192435302084	0.17363261794331092	1.0	0.0012501523607333922	0.15598614904557193	0.04303962511399867	0.258131700918696	0.13338237715346293	0.33262471350777867	0.19296111042536404	-0.018933876090845573	0.15197942868660771	0.027121316220168976	0.18610445692612534	0.1906813449816999	0.03134301440577509	0.08493964094789004	-0.01660475806062993	0.19913868752908592	0.02947434630182881	0.234515732745925	-0.04416468903843692	0.08449585740840801	0.16109208818138615	0.13531521986576317	0.0886413707618235	0.057661955835634646	0.12641761441286112	0.08166275469474982	0.17339833462985374	0.08219524184818422	0.026742427687550738	0.04336840337395146	0.1014819249915641	0.0747128320244468	-0.09712543514272788	-0.04741206004961187	0.05237533514611177	-0.04960751182165973	0.061260580297258824	-0.08348374602390261	-0.0021824902561824355	0.212682486822307	0.06465303767847315	-0.01636858837182517	-0.03185959296461066	0.051786813718718475	0.023008665919995414	0.07212959216462687	0.12584898521487253	-0.0004096666001695788	0.12117806607186238	0.1394485398830254	0.2065377623868093	0.23753784754450405	0.07120607086199585	0.05106675233364526	0.22971465050956572	0.19402755600012084	0.008787226402405509	0.09474152706277283	0.056254927944544855	-0.1170022806720826	-0.10026783425101757	0.02646895521934045	0.15288505508845934	0.07000822872379586	0.15356149331252128	0.27060933392910247	-0.05610415686931914	0.09311979231009179	0.3888491713737337	0.07619042294341823	0.10332299074367518	-0.14996800813753336	-0.06702290995370447	0.081090245166965	0.17373021587246368	0.05688608673529121	0.20736906892637713	0.0963379685618404	0.3224758493422714	0.20497220021905793	0.0901538400613096	0.08989660617779076	0.05314507545339091	0.12331888080411164	0.3272112518802856	0.11448142234890173	0.1884388505648081	-0.12998416042001132	0.11156514345310357	0.04468395936605197	0.2918834719572008	-0.0711783096578493	0.17630545608992812	0.038746348483974666	-0.22006920789035872	0.0034363517745916792	0.09904515554222146	0.174855005072313
